arrival_time,day,hour,minute,time_bin_15m,dock,sku,batch,week
1812038,21,23,20,2013,1,68,346,4
1812124,21,23,22,2013,1,68,346,4
1812210,21,23,23,2013,1,68,346,4
1812296,21,23,24,2013,1,68,346,4
1812382,21,23,26,2013,1,68,346,4
1812468,21,23,27,2013,1,68,346,4
1812554,21,23,29,2013,1,68,346,4
1812640,21,23,30,2014,1,68,346,4
1812726,21,23,32,2014,1,68,346,4
1812812,21,23,33,2014,1,68,346,4
1812898,21,23,34,2014,1,68,346,4
1812984,21,23,36,2014,1,68,346,4
1813070,21,23,37,2014,1,68,346,4
1813156,21,23,39,2014,1,68,346,4
1813242,21,23,40,2014,1,68,346,4
1813328,21,23,42,2014,1,68,346,4
1813414,21,23,43,2014,1,68,346,4
1813500,21,23,45,2015,1,68,346,4
1813586,21,23,46,2015,1,68,346,4
1813672,21,23,47,2015,1,68,346,4
1813758,21,23,49,2015,1,68,346,4
1813844,21,23,50,2015,1,68,346,4
1813930,21,23,52,2015,1,68,346,4
1814016,21,23,53,2015,1,68,346,4
1814102,21,23,55,2015,1,68,346,4
1814188,21,23,56,2015,1,68,346,4
1814274,21,23,57,2015,1,68,346,4
1814360,21,23,59,2015,1,68,346,4
1814461,22,0,1,2016,1,28,355,4
1814495,22,0,1,2016,1,8,354,4
1814507,22,0,1,2016,1,7,353,4
1814514,22,0,1,2016,1,29,356,4
1814522,22,0,2,2016,1,28,355,4
1814583,22,0,3,2016,1,28,355,4
1814590,22,0,3,2016,1,8,354,4
1814614,22,0,3,2016,1,7,353,4
1814628,22,0,3,2016,1,29,356,4
1814644,22,0,4,2016,1,28,355,4
1814685,22,0,4,2016,1,8,354,4
1814705,22,0,5,2016,1,28,355,4
1814721,22,0,5,2016,1,7,353,4
1814742,22,0,5,2016,1,29,356,4
1814766,22,0,6,2016,1,28,355,4
1814780,22,0,6,2016,1,8,354,4
1814827,22,0,7,2016,1,28,355,4
1814828,22,0,7,2016,1,7,353,4
1814856,22,0,7,2016,1,29,356,4
1814875,22,0,7,2016,1,8,354,4
1814888,22,0,8,2016,1,28,355,4
1814935,22,0,8,2016,1,7,353,4
1814949,22,0,9,2016,1,28,355,4
1814970,22,0,9,2016,1,8,354,4
1814970,22,0,9,2016,1,29,356,4
1815010,22,0,10,2016,1,28,355,4
1815042,22,0,10,2016,1,7,353,4
1815065,22,0,11,2016,1,8,354,4
1815071,22,0,11,2016,1,28,355,4
1815084,22,0,11,2016,1,29,356,4
1815132,22,0,12,2016,1,28,355,4
1815149,22,0,12,2016,1,7,353,4
1815160,22,0,12,2016,1,8,354,4
1815193,22,0,13,2016,1,28,355,4
1815198,22,0,13,2016,1,29,356,4
1815254,22,0,14,2016,1,28,355,4
1815255,22,0,14,2016,1,8,354,4
1815256,22,0,14,2016,1,7,353,4
1815312,22,0,15,2017,1,29,356,4
1815315,22,0,15,2017,1,28,355,4
1815350,22,0,15,2017,1,8,354,4
1815363,22,0,16,2017,1,7,353,4
1815376,22,0,16,2017,1,28,355,4
1815426,22,0,17,2017,1,29,356,4
1815437,22,0,17,2017,1,28,355,4
1815445,22,0,17,2017,1,8,354,4
1815470,22,0,17,2017,1,7,353,4
1815498,22,0,18,2017,1,28,355,4
1815540,22,0,19,2017,1,8,354,4
1815540,22,0,19,2017,1,29,356,4
1815559,22,0,19,2017,1,28,355,4
1815577,22,0,19,2017,1,7,353,4
1815620,22,0,20,2017,1,28,355,4
1815635,22,0,20,2017,1,8,354,4
1815654,22,0,20,2017,1,29,356,4
1815681,22,0,21,2017,1,28,355,4
1815684,22,0,21,2017,1,7,353,4
1815730,22,0,22,2017,1,8,354,4
1815742,22,0,22,2017,1,28,355,4
1815768,22,0,22,2017,1,29,356,4
1815791,22,0,23,2017,1,7,353,4
1815803,22,0,23,2017,1,28,355,4
1815825,22,0,23,2017,1,8,354,4
1815864,22,0,24,2017,1,28,355,4
1815882,22,0,24,2017,1,29,356,4
1815898,22,0,24,2017,1,7,353,4
1815920,22,0,25,2017,1,8,354,4
1815925,22,0,25,2017,1,28,355,4
1815986,22,0,26,2017,1,28,355,4
1815996,22,0,26,2017,1,29,356,4
1816005,22,0,26,2017,1,7,353,4
1816015,22,0,26,2017,1,8,354,4
1816047,22,0,27,2017,1,28,355,4
1816108,22,0,28,2017,1,28,355,4
1816110,22,0,28,2017,1,8,354,4
1816110,22,0,28,2017,1,29,356,4
1816112,22,0,28,2017,1,7,353,4
1816169,22,0,29,2017,1,28,355,4
1816205,22,0,30,2018,1,8,354,4
1816219,22,0,30,2018,1,7,353,4
1816224,22,0,30,2018,1,29,356,4
1816230,22,0,30,2018,1,28,355,4
1816291,22,0,31,2018,1,28,355,4
1816300,22,0,31,2018,1,8,354,4
1816326,22,0,32,2018,1,7,353,4
1816338,22,0,32,2018,1,29,356,4
1816352,22,0,32,2018,1,28,355,4
1816395,22,0,33,2018,1,8,354,4
1816413,22,0,33,2018,1,28,355,4
1816433,22,0,33,2018,1,7,353,4
1816452,22,0,34,2018,1,29,356,4
1816474,22,0,34,2018,1,28,355,4
1816490,22,0,34,2018,1,8,354,4
1816535,22,0,35,2018,1,28,355,4
1816540,22,0,35,2018,1,7,353,4
1816566,22,0,36,2018,1,29,356,4
1816585,22,0,36,2018,1,8,354,4
1816596,22,0,36,2018,1,28,355,4
1816647,22,0,37,2018,1,7,353,4
1816657,22,0,37,2018,1,28,355,4
1816680,22,0,38,2018,1,8,354,4
1816680,22,0,38,2018,1,29,356,4
1816718,22,0,38,2018,1,28,355,4
1816754,22,0,39,2018,1,7,353,4
1816775,22,0,39,2018,1,8,354,4
1816779,22,0,39,2018,1,28,355,4
1816794,22,0,39,2018,1,29,356,4
1816840,22,0,40,2018,1,28,355,4
1816861,22,0,41,2018,1,7,353,4
1816870,22,0,41,2018,1,8,354,4
1816901,22,0,41,2018,1,28,355,4
1816908,22,0,41,2018,1,29,356,4
1816962,22,0,42,2018,1,28,355,4
1816965,22,0,42,2018,1,8,354,4
1816968,22,0,42,2018,1,7,353,4
1817022,22,0,43,2018,1,29,356,4
1817023,22,0,43,2018,1,28,355,4
1817060,22,0,44,2018,1,8,354,4
1817075,22,0,44,2018,1,7,353,4
1817084,22,0,44,2018,1,28,355,4
1817136,22,0,45,2019,1,29,356,4
1817145,22,0,45,2019,1,28,355,4
1817155,22,0,45,2019,1,8,354,4
1817182,22,0,46,2019,1,7,353,4
1817206,22,0,46,2019,1,28,355,4
1817250,22,0,47,2019,1,8,354,4
1817250,22,0,47,2019,1,29,356,4
1817267,22,0,47,2019,1,28,355,4
1817289,22,0,48,2019,1,7,353,4
1817328,22,0,48,2019,1,28,355,4
1817345,22,0,49,2019,1,8,354,4
1817364,22,0,49,2019,1,29,356,4
1817389,22,0,49,2019,1,28,355,4
1817396,22,0,49,2019,1,7,353,4
1817440,22,0,50,2019,1,8,354,4
1817450,22,0,50,2019,1,28,355,4
1817478,22,0,51,2019,1,29,356,4
1817503,22,0,51,2019,1,7,353,4
1817511,22,0,51,2019,1,28,355,4
1817535,22,0,52,2019,1,8,354,4
1817572,22,0,52,2019,1,28,355,4
1817592,22,0,53,2019,1,29,356,4
1817610,22,0,53,2019,1,7,353,4
1817630,22,0,53,2019,1,8,354,4
1817633,22,0,53,2019,1,28,355,4
1817694,22,0,54,2019,1,28,355,4
1817706,22,0,55,2019,1,29,356,4
1817717,22,0,55,2019,1,7,353,4
1817725,22,0,55,2019,1,8,354,4
1817755,22,0,55,2019,1,28,355,4
1817816,22,0,56,2019,1,28,355,4
1817820,22,0,57,2019,1,8,354,4
1817820,22,0,57,2019,1,29,356,4
1817824,22,0,57,2019,1,7,353,4
1817877,22,0,57,2019,1,28,355,4
1817915,22,0,58,2019,1,8,354,4
1817931,22,0,58,2019,1,7,353,4
1817934,22,0,58,2019,1,29,356,4
1817938,22,0,58,2019,1,28,355,4
1817999,22,0,59,2019,1,28,355,4
1818010,22,1,0,2020,1,8,354,4
1818038,22,1,0,2020,1,7,353,4
1818048,22,1,0,2020,1,29,356,4
1818060,22,1,1,2020,1,28,355,4
1818105,22,1,1,2020,1,8,354,4
1818121,22,1,2,2020,1,28,355,4
1818145,22,1,2,2020,1,7,353,4
1818162,22,1,2,2020,1,29,356,4
1818182,22,1,3,2020,1,28,355,4
1818200,22,1,3,2020,1,8,354,4
1818243,22,1,4,2020,1,28,355,4
1818252,22,1,4,2020,1,7,353,4
1818276,22,1,4,2020,1,29,356,4
1818295,22,1,4,2020,1,8,354,4
1818304,22,1,5,2020,1,28,355,4
1818359,22,1,5,2020,1,7,353,4
1818365,22,1,6,2020,1,28,355,4
1818390,22,1,6,2020,1,8,354,4
1818390,22,1,6,2020,1,29,356,4
1818426,22,1,7,2020,1,28,355,4
1818466,22,1,7,2020,1,7,353,4
1818485,22,1,8,2020,1,8,354,4
1818487,22,1,8,2020,1,28,355,4
1818504,22,1,8,2020,1,29,356,4
1818548,22,1,9,2020,1,28,355,4
1818573,22,1,9,2020,1,7,353,4
1818580,22,1,9,2020,1,8,354,4
1818609,22,1,10,2020,1,28,355,4
1818618,22,1,10,2020,1,29,356,4
1818670,22,1,11,2020,1,28,355,4
1818675,22,1,11,2020,1,8,354,4
1818680,22,1,11,2020,1,7,353,4
1818731,22,1,12,2020,1,28,355,4
1818732,22,1,12,2020,1,29,356,4
1818770,22,1,12,2020,1,8,354,4
1818787,22,1,13,2020,1,7,353,4
1818792,22,1,13,2020,1,28,355,4
1818846,22,1,14,2020,1,29,356,4
1818853,22,1,14,2020,1,28,355,4
1818865,22,1,14,2020,1,8,354,4
1818894,22,1,14,2020,1,7,353,4
1818914,22,1,15,2021,1,28,355,4
1818960,22,1,16,2021,1,8,354,4
1818960,22,1,16,2021,1,29,356,4
1818975,22,1,16,2021,1,28,355,4
1819001,22,1,16,2021,1,7,353,4
1819036,22,1,17,2021,1,28,355,4
1819055,22,1,17,2021,1,8,354,4
1819074,22,1,17,2021,1,29,356,4
1819097,22,1,18,2021,1,28,355,4
1819108,22,1,18,2021,1,7,353,4
1819150,22,1,19,2021,1,8,354,4
1819158,22,1,19,2021,1,28,355,4
1819188,22,1,19,2021,1,29,356,4
1819215,22,1,20,2021,1,7,353,4
1819219,22,1,20,2021,1,28,355,4
1819245,22,1,20,2021,1,8,354,4
1819280,22,1,21,2021,1,28,355,4
1819302,22,1,21,2021,1,29,356,4
1819322,22,1,22,2021,1,7,353,4
1819340,22,1,22,2021,1,8,354,4
1819341,22,1,22,2021,1,28,355,4
1819402,22,1,23,2021,1,28,355,4
1819416,22,1,23,2021,1,29,356,4
1819429,22,1,23,2021,1,7,353,4
1819435,22,1,23,2021,1,8,354,4
1819463,22,1,24,2021,1,28,355,4
1819524,22,1,25,2021,1,28,355,4
1819530,22,1,25,2021,1,8,354,4
1819530,22,1,25,2021,1,29,356,4
1819536,22,1,25,2021,1,7,353,4
1819585,22,1,26,2021,1,28,355,4
1819625,22,1,27,2021,1,8,354,4
1819643,22,1,27,2021,1,7,353,4
1819644,22,1,27,2021,1,29,356,4
1819646,22,1,27,2021,1,28,355,4
1819707,22,1,28,2021,1,28,355,4
1819720,22,1,28,2021,1,8,354,4
1819750,22,1,29,2021,1,7,353,4
1819758,22,1,29,2021,1,29,356,4
1819768,22,1,29,2021,1,28,355,4
1819815,22,1,30,2022,1,8,354,4
1819829,22,1,30,2022,1,28,355,4
1819857,22,1,30,2022,1,7,353,4
1819872,22,1,31,2022,1,29,356,4
1819890,22,1,31,2022,1,28,355,4
1819910,22,1,31,2022,1,8,354,4
1819951,22,1,32,2022,1,28,355,4
1819964,22,1,32,2022,1,7,353,4
1819986,22,1,33,2022,1,29,356,4
1820005,22,1,33,2022,1,8,354,4
1820012,22,1,33,2022,1,28,355,4
1820071,22,1,34,2022,1,7,353,4
1820073,22,1,34,2022,1,28,355,4
1820100,22,1,35,2022,1,8,354,4
1820100,22,1,35,2022,1,29,356,4
1820134,22,1,35,2022,1,28,355,4
1820178,22,1,36,2022,1,7,353,4
1820195,22,1,36,2022,1,8,354,4
1820195,22,1,36,2022,1,28,355,4
1820214,22,1,36,2022,1,29,356,4
1820256,22,1,37,2022,1,28,355,4
1820285,22,1,38,2022,1,7,353,4
1820290,22,1,38,2022,1,8,354,4
1820317,22,1,38,2022,1,28,355,4
1820328,22,1,38,2022,1,29,356,4
1820378,22,1,39,2022,1,28,355,4
1820385,22,1,39,2022,1,8,354,4
1820392,22,1,39,2022,1,7,353,4
1820439,22,1,40,2022,1,28,355,4
1820442,22,1,40,2022,1,29,356,4
1820480,22,1,41,2022,1,8,354,4
1820499,22,1,41,2022,1,7,353,4
1820500,22,1,41,2022,1,28,355,4
1820556,22,1,42,2022,1,29,356,4
1820561,22,1,42,2022,1,28,355,4
1820575,22,1,42,2022,1,8,354,4
1820606,22,1,43,2022,1,7,353,4
1820622,22,1,43,2022,1,28,355,4
1820670,22,1,44,2022,1,8,354,4
1820670,22,1,44,2022,1,29,356,4
1820683,22,1,44,2022,1,28,355,4
1820713,22,1,45,2023,1,7,353,4
1820744,22,1,45,2023,1,28,355,4
1820765,22,1,46,2023,1,8,354,4
1820784,22,1,46,2023,1,29,356,4
1820805,22,1,46,2023,1,28,355,4
1820820,22,1,47,2023,1,7,353,4
1820860,22,1,47,2023,1,8,354,4
1820866,22,1,47,2023,1,28,355,4
1820898,22,1,48,2023,1,29,356,4
1820927,22,1,48,2023,1,7,353,4
1820927,22,1,48,2023,1,28,355,4
1820955,22,1,49,2023,1,8,354,4
1820988,22,1,49,2023,1,28,355,4
1821012,22,1,50,2023,1,29,356,4
1821034,22,1,50,2023,1,7,353,4
1821049,22,1,50,2023,1,28,355,4
1821050,22,1,50,2023,1,8,354,4
1821110,22,1,51,2023,1,28,355,4
1821126,22,1,52,2023,1,29,356,4
1821141,22,1,52,2023,1,7,353,4
1821145,22,1,52,2023,1,8,354,4
1821171,22,1,52,2023,1,28,355,4
1821232,22,1,53,2023,1,28,355,4
1821240,22,1,54,2023,1,8,354,4
1821240,22,1,54,2023,1,29,356,4
1821248,22,1,54,2023,1,7,353,4
1821293,22,1,54,2023,1,28,355,4
1821335,22,1,55,2023,1,8,354,4
1821354,22,1,55,2023,1,28,355,4
1821354,22,1,55,2023,1,29,356,4
1821355,22,1,55,2023,1,7,353,4
1821415,22,1,56,2023,1,28,355,4
1821430,22,1,57,2023,1,8,354,4
1821462,22,1,57,2023,1,7,353,4
1821468,22,1,57,2023,1,29,356,4
1821476,22,1,57,2023,1,28,355,4
1821525,22,1,58,2023,1,8,354,4
1821537,22,1,58,2023,1,28,355,4
1821569,22,1,59,2023,1,7,353,4
1821582,22,1,59,2023,1,29,356,4
1821598,22,1,59,2023,1,28,355,4
1821620,22,2,0,2024,1,8,354,4
1821659,22,2,0,2024,1,28,355,4
1821676,22,2,1,2024,1,7,353,4
1821696,22,2,1,2024,1,29,356,4
1821715,22,2,1,2024,1,8,354,4
1821720,22,2,2,2024,1,28,355,4
1821781,22,2,3,2024,1,28,355,4
1821783,22,2,3,2024,1,7,353,4
1821810,22,2,3,2024,1,8,354,4
1821810,22,2,3,2024,1,29,356,4
1821842,22,2,4,2024,1,28,355,4
1821890,22,2,4,2024,1,7,353,4
1821903,22,2,5,2024,1,28,355,4
1821905,22,2,5,2024,1,8,354,4
1821924,22,2,5,2024,1,29,356,4
1821964,22,2,6,2024,1,28,355,4
1821997,22,2,6,2024,1,7,353,4
1822000,22,2,6,2024,1,8,354,4
1822025,22,2,7,2024,1,28,355,4
1822038,22,2,7,2024,1,29,356,4
1822086,22,2,8,2024,1,28,355,4
1822095,22,2,8,2024,1,8,354,4
1822104,22,2,8,2024,1,7,353,4
1822147,22,2,9,2024,1,28,355,4
1822152,22,2,9,2024,1,29,356,4
1822190,22,2,9,2024,1,8,354,4
1822208,22,2,10,2024,1,28,355,4
1822211,22,2,10,2024,1,7,353,4
1822266,22,2,11,2024,1,29,356,4
1822269,22,2,11,2024,1,28,355,4
1822304,22,2,11,2024,1,38,357,4
1822318,22,2,11,2024,1,7,353,4
1822330,22,2,12,2024,1,28,355,4
1822380,22,2,13,2024,1,29,356,4
1822391,22,2,13,2024,1,28,355,4
1822418,22,2,13,2024,1,38,357,4
1822425,22,2,13,2024,1,7,353,4
1822452,22,2,14,2024,1,28,355,4
1822494,22,2,14,2024,1,29,356,4
1822513,22,2,15,2025,1,28,355,4
1822532,22,2,15,2025,1,7,353,4
1822532,22,2,15,2025,1,38,357,4
1822574,22,2,16,2025,1,28,355,4
1822608,22,2,16,2025,1,29,356,4
1822635,22,2,17,2025,1,28,355,4
1822639,22,2,17,2025,1,7,353,4
1822646,22,2,17,2025,1,38,357,4
1822696,22,2,18,2025,1,28,355,4
1822722,22,2,18,2025,1,29,356,4
1822746,22,2,19,2025,1,7,353,4
1822757,22,2,19,2025,1,28,355,4
1822760,22,2,19,2025,1,38,357,4
1822818,22,2,20,2025,1,28,355,4
1822836,22,2,20,2025,1,29,356,4
1822853,22,2,20,2025,1,7,353,4
1822874,22,2,21,2025,1,38,357,4
1822879,22,2,21,2025,1,28,355,4
1822940,22,2,22,2025,1,28,355,4
1822950,22,2,22,2025,1,29,356,4
1822960,22,2,22,2025,1,7,353,4
1822988,22,2,23,2025,1,38,357,4
1823001,22,2,23,2025,1,28,355,4
1823062,22,2,24,2025,1,28,355,4
1823064,22,2,24,2025,1,29,356,4
1823067,22,2,24,2025,1,7,353,4
1823102,22,2,25,2025,1,38,357,4
1823123,22,2,25,2025,1,28,355,4
1823174,22,2,26,2025,1,7,353,4
1823178,22,2,26,2025,1,29,356,4
1823184,22,2,26,2025,1,28,355,4
1823216,22,2,26,2025,1,38,357,4
1823245,22,2,27,2025,1,28,355,4
1823281,22,2,28,2025,1,7,353,4
1823292,22,2,28,2025,1,29,356,4
1823306,22,2,28,2025,1,28,355,4
1823330,22,2,28,2025,1,38,357,4
1823367,22,2,29,2025,1,28,355,4
1823388,22,2,29,2025,1,7,353,4
1823406,22,2,30,2026,1,29,356,4
1823428,22,2,30,2026,1,28,355,4
1823444,22,2,30,2026,1,38,357,4
1823489,22,2,31,2026,1,28,355,4
1823495,22,2,31,2026,1,7,353,4
1823520,22,2,32,2026,1,29,356,4
1823550,22,2,32,2026,1,28,355,4
1823558,22,2,32,2026,1,38,357,4
1823602,22,2,33,2026,1,7,353,4
1823611,22,2,33,2026,1,28,355,4
1823634,22,2,33,2026,1,29,356,4
1823672,22,2,34,2026,1,28,355,4
1823672,22,2,34,2026,1,38,357,4
1823709,22,2,35,2026,1,7,353,4
1823733,22,2,35,2026,1,28,355,4
1823748,22,2,35,2026,1,29,356,4
1823786,22,2,36,2026,1,38,357,4
1823794,22,2,36,2026,1,28,355,4
1823816,22,2,36,2026,1,7,353,4
1823855,22,2,37,2026,1,28,355,4
1823862,22,2,37,2026,1,29,356,4
1823900,22,2,38,2026,1,38,357,4
1823916,22,2,38,2026,1,28,355,4
1823923,22,2,38,2026,1,7,353,4
1823976,22,2,39,2026,1,29,356,4
1823977,22,2,39,2026,1,28,355,4
1824014,22,2,40,2026,1,38,357,4
1824030,22,2,40,2026,1,7,353,4
1824038,22,2,40,2026,1,28,355,4
1824090,22,2,41,2026,1,29,356,4
1824099,22,2,41,2026,1,28,355,4
1824128,22,2,42,2026,1,38,357,4
1824137,22,2,42,2026,1,7,353,4
1824160,22,2,42,2026,1,28,355,4
1824204,22,2,43,2026,1,29,356,4
1824221,22,2,43,2026,1,28,355,4
1824242,22,2,44,2026,1,38,357,4
1824244,22,2,44,2026,1,7,353,4
1824282,22,2,44,2026,1,28,355,4
1824318,22,2,45,2027,1,29,356,4
1824343,22,2,45,2027,1,28,355,4
1824351,22,2,45,2027,1,7,353,4
1824356,22,2,45,2027,1,38,357,4
1824404,22,2,46,2027,1,28,355,4
1824432,22,2,47,2027,1,29,356,4
1824458,22,2,47,2027,1,7,353,4
1824465,22,2,47,2027,1,28,355,4
1824470,22,2,47,2027,1,38,357,4
1824526,22,2,48,2027,1,28,355,4
1824546,22,2,49,2027,1,29,356,4
1824565,22,2,49,2027,1,7,353,4
1824584,22,2,49,2027,1,38,357,4
1824587,22,2,49,2027,1,28,355,4
1824648,22,2,50,2027,1,28,355,4
1824660,22,2,51,2027,1,29,356,4
1824672,22,2,51,2027,1,7,353,4
1824698,22,2,51,2027,1,38,357,4
1824746,22,2,52,2027,1,39,358,4
1824774,22,2,52,2027,1,29,356,4
1824779,22,2,52,2027,1,7,353,4
1824812,22,2,53,2027,1,38,357,4
1824844,22,2,54,2027,1,39,358,4
1824886,22,2,54,2027,1,7,353,4
1824888,22,2,54,2027,1,29,356,4
1824926,22,2,55,2027,1,38,357,4
1824942,22,2,55,2027,1,39,358,4
1824993,22,2,56,2027,1,7,353,4
1825002,22,2,56,2027,1,29,356,4
1825040,22,2,57,2027,1,38,357,4
1825040,22,2,57,2027,1,39,358,4
1825100,22,2,58,2027,1,7,353,4
1825116,22,2,58,2027,1,29,356,4
1825138,22,2,58,2027,1,39,358,4
1825154,22,2,59,2027,1,38,357,4
1825207,22,3,0,2028,1,7,353,4
1825230,22,3,0,2028,1,29,356,4
1825236,22,3,0,2028,1,39,358,4
1825268,22,3,1,2028,1,38,357,4
1825314,22,3,1,2028,1,7,353,4
1825334,22,3,2,2028,1,39,358,4
1825344,22,3,2,2028,1,29,356,4
1825382,22,3,3,2028,1,38,357,4
1825421,22,3,3,2028,1,7,353,4
1825432,22,3,3,2028,1,39,358,4
1825458,22,3,4,2028,1,29,356,4
1825496,22,3,4,2028,1,38,357,4
1825528,22,3,5,2028,1,7,353,4
1825530,22,3,5,2028,1,39,358,4
1825572,22,3,6,2028,1,29,356,4
1825610,22,3,6,2028,1,38,357,4
1825628,22,3,7,2028,1,39,358,4
1825635,22,3,7,2028,1,7,353,4
1825686,22,3,8,2028,1,29,356,4
1825724,22,3,8,2028,1,38,357,4
1825726,22,3,8,2028,1,39,358,4
1825742,22,3,9,2028,1,7,353,4
1825800,22,3,10,2028,1,29,356,4
1825824,22,3,10,2028,1,39,358,4
1825838,22,3,10,2028,1,38,357,4
1825849,22,3,10,2028,1,7,353,4
1825914,22,3,11,2028,1,29,356,4
1825922,22,3,12,2028,1,39,358,4
1825952,22,3,12,2028,1,38,357,4
1825956,22,3,12,2028,1,7,353,4
1826020,22,3,13,2028,1,39,358,4
1826028,22,3,13,2028,1,29,356,4
1826063,22,3,14,2028,1,7,353,4
1826066,22,3,14,2028,1,38,357,4
1826118,22,3,15,2029,1,39,358,4
1826142,22,3,15,2029,1,29,356,4
1826170,22,3,16,2029,1,7,353,4
1826180,22,3,16,2029,1,38,357,4
1826216,22,3,16,2029,1,39,358,4
1826256,22,3,17,2029,1,29,356,4
1826277,22,3,17,2029,1,7,353,4
1826294,22,3,18,2029,1,38,357,4
1826314,22,3,18,2029,1,39,358,4
1826370,22,3,19,2029,1,29,356,4
1826384,22,3,19,2029,1,7,353,4
1826408,22,3,20,2029,1,38,357,4
1826412,22,3,20,2029,1,39,358,4
1826484,22,3,21,2029,1,29,356,4
1826491,22,3,21,2029,1,7,353,4
1826510,22,3,21,2029,1,39,358,4
1826522,22,3,22,2029,1,38,357,4
1826598,22,3,23,2029,1,7,353,4
1826598,22,3,23,2029,1,29,356,4
1826608,22,3,23,2029,1,39,358,4
1826636,22,3,23,2029,1,38,357,4
1826705,22,3,25,2029,1,7,353,4
1826706,22,3,25,2029,1,39,358,4
1826712,22,3,25,2029,1,29,356,4
1826750,22,3,25,2029,1,38,357,4
1826804,22,3,26,2029,1,39,358,4
1826812,22,3,26,2029,1,7,353,4
1826826,22,3,27,2029,1,29,356,4
1826864,22,3,27,2029,1,38,357,4
1826902,22,3,28,2029,1,39,358,4
1826919,22,3,28,2029,1,7,353,4
1826940,22,3,29,2029,1,29,356,4
1826978,22,3,29,2029,1,38,357,4
1827000,22,3,30,2030,1,39,358,4
1827026,22,3,30,2030,1,7,353,4
1827054,22,3,30,2030,1,29,356,4
1827092,22,3,31,2030,1,38,357,4
1827098,22,3,31,2030,1,39,358,4
1827133,22,3,32,2030,1,7,353,4
1827168,22,3,32,2030,1,29,356,4
1827196,22,3,33,2030,1,39,358,4
1827206,22,3,33,2030,1,38,357,4
1827240,22,3,34,2030,1,7,353,4
1827282,22,3,34,2030,1,29,356,4
1827294,22,3,34,2030,1,39,358,4
1827320,22,3,35,2030,1,38,357,4
1827347,22,3,35,2030,1,7,353,4
1827392,22,3,36,2030,1,39,358,4
1827396,22,3,36,2030,1,29,356,4
1827434,22,3,37,2030,1,38,357,4
1827454,22,3,37,2030,1,7,353,4
1827490,22,3,38,2030,1,39,358,4
1827510,22,3,38,2030,1,29,356,4
1827548,22,3,39,2030,1,38,357,4
1827561,22,3,39,2030,1,7,353,4
1827588,22,3,39,2030,1,39,358,4
1827624,22,3,40,2030,1,29,356,4
1827662,22,3,41,2030,1,38,357,4
1827668,22,3,41,2030,1,7,353,4
1827686,22,3,41,2030,1,39,358,4
1827738,22,3,42,2030,1,29,356,4
1827775,22,3,42,2030,1,7,353,4
1827776,22,3,42,2030,1,38,357,4
1827784,22,3,43,2030,1,39,358,4
1827852,22,3,44,2030,1,29,356,4
1827882,22,3,44,2030,1,7,353,4
1827882,22,3,44,2030,1,39,358,4
1827890,22,3,44,2030,1,38,357,4
1827966,22,3,46,2031,1,29,356,4
1827980,22,3,46,2031,1,39,358,4
1827989,22,3,46,2031,1,7,353,4
1828004,22,3,46,2031,1,38,357,4
1828078,22,3,47,2031,1,39,358,4
1828080,22,3,48,2031,1,29,356,4
1828096,22,3,48,2031,1,7,353,4
1828118,22,3,48,2031,1,38,357,4
1828176,22,3,49,2031,1,39,358,4
1828194,22,3,49,2031,1,29,356,4
1828203,22,3,50,2031,1,7,353,4
1828232,22,3,50,2031,1,38,357,4
1828274,22,3,51,2031,1,39,358,4
1828308,22,3,51,2031,1,29,356,4
1828310,22,3,51,2031,1,7,353,4
1828346,22,3,52,2031,1,38,357,4
1828372,22,3,52,2031,1,39,358,4
1828417,22,3,53,2031,1,7,353,4
1828422,22,3,53,2031,1,29,356,4
1828460,22,3,54,2031,1,38,357,4
1828470,22,3,54,2031,1,39,358,4
1828524,22,3,55,2031,1,7,353,4
1828536,22,3,55,2031,1,29,356,4
1828568,22,3,56,2031,1,39,358,4
1828574,22,3,56,2031,1,38,357,4
1828631,22,3,57,2031,1,7,353,4
1828650,22,3,57,2031,1,29,356,4
1828666,22,3,57,2031,1,39,358,4
1828688,22,3,58,2031,1,38,357,4
1828738,22,3,58,2031,1,7,353,4
1828764,22,3,59,2031,1,29,356,4
1828764,22,3,59,2031,1,39,358,4
1828802,22,4,0,2032,1,38,357,4
1828845,22,4,0,2032,1,7,353,4
1828862,22,4,1,2032,1,39,358,4
1828878,22,4,1,2032,1,29,356,4
1828916,22,4,1,2032,1,38,357,4
1828952,22,4,2,2032,1,7,353,4
1828960,22,4,2,2032,1,39,358,4
1828992,22,4,3,2032,1,29,356,4
1829030,22,4,3,2032,1,38,357,4
1829058,22,4,4,2032,1,39,358,4
1829059,22,4,4,2032,1,7,353,4
1829106,22,4,5,2032,1,29,356,4
1829144,22,4,5,2032,1,38,357,4
1829156,22,4,5,2032,1,39,358,4
1829166,22,4,6,2032,1,7,353,4
1829220,22,4,7,2032,1,29,356,4
1829254,22,4,7,2032,1,39,358,4
1829258,22,4,7,2032,1,38,357,4
1829273,22,4,7,2032,1,7,353,4
1829334,22,4,8,2032,1,29,356,4
1829352,22,4,9,2032,1,39,358,4
1829372,22,4,9,2032,1,38,357,4
1829380,22,4,9,2032,1,7,353,4
1829448,22,4,10,2032,1,29,356,4
1829450,22,4,10,2032,1,39,358,4
1829486,22,4,11,2032,1,38,357,4
1829487,22,4,11,2032,1,7,353,4
1829548,22,4,12,2032,1,39,358,4
